record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
reg-en-0010,Reinventing Financial Regulation,Avinash Persaud,en,2013,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0011,Modern financial regulation,Jonathan Kirk,en,2013,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0012,Financial Regulation and Supervision,Charles Goodhart; Dimitrios P. Tsomocos,en,2012,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0013,Durable financial regulation,Leonard Isamu Nakamura,en,2011,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0014,Research Handbook On International Financial Regulation,Kern Alexander,en,2011,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0015,Modernizing financial regulation,Lawrence P. Cowell,en,2010,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0016,Future of Financial Regulation,Iain G. MacNeil; Justin O'Brien,en,2010,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0017,Perimeter of Financial Regulation,L. Zanforlin; Ian Tower; Erlend Nier,en,2009,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0018,The structure of financial regulation,David Mayes; Geoffrey E. Wood,en,2007,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0019,Implementing financial regulation,Joanna Gray; Jenny Hamilton,en,2006,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0020,Redesigning Financial Regulation,Justin O'Brien,en,2006,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0021,Financial regulation,Gerald Vinten,en,2005,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0022,The ICAO financial regulations,International Civil Aviation Organization,en,2002,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0023,Butterworths financial regulation service.,,en,2002,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0024,Butterworths Financial Regulation Service,Michael Blair,en,2002,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-en-0025,"Financial regulations, 1999",Ondo State (Nigeria). Treasury Board,en,1999,Unknown,,Securities & Investment Banking,Regulation/Compliance,law_regulation,financial regulation,unknown,draft
reg-ja-0001,Q&A150　金融商品取引法ポイント解説,石塚洋之; 須田英明; 水越恭平,ja,2024,日経BP,,Securities & Investment Banking,Regulation/Compliance,law_regulation,金融商品取引法 解説,unknown,draft
reg-ja-0002,ポイント解説実務担当者のための金融商品取引法〔第2版〕,峯岸健太郎,ja,2022,Unknown,4785729724,Securities & Investment Banking,Regulation/Compliance,law_regulation,金融商品取引法 解説,unknown,draft
reg-ja-0003,インサイダー取引規制について,金融商品取引法研究会,ja,2021,Unknown,4890326936,Securities & Investment Banking,Regulation/Compliance,law_regulation,インサイダー取引 規制,unknown,draft
reg-ja-0004,よくわかるインサイダー取引規制入門Q&A,上島正道,ja,2016,Unknown,4785724323,Securities & Investment Banking,Regulation/Compliance,law_regulation,インサイダー取引 規制,unknown,draft
reg-ja-0005,インサイダー取引規制と自己株式,金融商品取引法研究会,ja,2015,Unknown,4890326677,Securities & Investment Banking,Regulation/Compliance,law_regulation,インサイダー取引 規制,unknown,draft
reg-ja-0006,事業者必携　入門図解　最新 知っておきたい金融商品取引法の法律知識,,ja,2024,三修社,9784384049435,Securities & Investment Banking,Regulation/Compliance,law_regulation,開示規制,unknown,draft
reg-ja-0007,事業者必携 入門図解 最新 はじめての金融商品取引法,,ja,2018,三修社,9784384048001,Securities & Investment Banking,Regulation/Compliance,law_regulation,開示規制,unknown,draft
reg-ja-0008,コーポレートガバナンス・コード,堀江貞之,ja,2015,日経BP,,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0009,コーポレートガバナンス・コードが求める取締役会のあり方,樋口達; 山内宏光,ja,2016,Unknown,4785723734,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0010,コーポレートガバナンス・コードのすべて,中村慎二; 塚本英巨; 中野常道,ja,2017,Unknown,4785725303,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0011,コーポレートガバナンス・コードの実務対応,PwCあらたコーポレートガバナンス強化支援チーム,ja,2021,Unknown,4502400114,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0012,コーポレートガバナンス・コードの読み方・考え方,中村直人; 倉橋雄作,ja,2018,Unknown,4785726814,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0013,株主に響くコーポレートガバナンス・コードの実務,河北博光; 山崎直実,ja,2015,Unknown,449520341X,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0014,コーポレートガバナンス・コードの実務,澤口実; 内田修平,ja,2015,Unknown,4785723173,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0015,コーポレートガバナンス・コードを読み解く,渡邊顯,ja,2015,Unknown,4785723203,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0016,コーポレートガバナンス・コードの実践,武井一浩; 井口譲二; 石坂修,ja,2018,Unknown,4822255891,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0017,変わるコーポレートガバナンス ―コード・監査等委員会・グループ内部統制,森・濱田松本法律事務所,ja,2015,日経BP,,Securities & Investment Banking,Regulation/Compliance,law_regulation,コーポレートガバナンス・コード,unknown,draft
reg-ja-0018,図解入門ビジネス 最新 コーポレートガバナンスの基本と実践がよ～くわかる本,清水三七雄,ja,2018,秀和システム,,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0019,日本経済と資本市場,日興リサーチセンター株式会社,ja,2016,東洋経済新報社,9784492654767,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0020,機関投資家によるスチュワードシップの実践と展望,木村祐基; 一般社団法人スチュワードシップ研究会,ja,2025,Unknown,449521070X,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0021,コーポレートガバナンスの歴史とサスティナビリティ,林順一,ja,2022,文眞堂,9784830951954,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0022,日本企業のガバナンス改革,木ノ内敏久,ja,2020,日経BP,,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0023,サステナブル経営と資本市場,北川哲雄; 佐藤淑子; 松田千恵子,ja,2019,日経BP,,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0024,スチュワードシップコードの目的とその多様性,金融商品取引法研究会,ja,2020,Unknown,489032688X,Securities & Investment Banking,Regulation/Compliance,law_regulation,スチュワードシップ・コード,unknown,draft
reg-ja-0025,EUのAIガバナンス──新技術に対する国際的な科学技術ガバナンスに向けて,北和樹,ja,2025,晃洋書房,,Securities & Investment Banking,Regulation/Compliance,law_regulation,市場監視,unknown,draft
res-en-0001,Early Childhood Research for Educational Equity,Christine M. McWayne; Vivian L. Gadsden,en,2024,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0002,Best Practices for Equity Research (PB),James Valentine,en,2023,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0003,Equity in Global Health Research,Elijah Bisung; Katrina Plamondon,en,2023,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0004,Equity Research,V. Singh,en,2022,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0005,Equity in STEM Education Research,Alberto J. Rodriguez; Regina L. Suriel,en,2022,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0006,Argentina Equity Research,New Economy eBooks,en,2020,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0007,Argentine Banks Equity Research,New Economy eBooks,en,2020,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0008,Cancer Health Equity Research,Marvella E. Ford; Judith Salley; Nestor Esnaola,en,2020,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0009,Latam Banks Equity Research,New Economy eBooks,en,2020,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0010,Research on Regulation of Equity Crowdfunding,毛海栋,en,2019,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0011,Conflicts of Interest in Sell-Side Equity Research,"Anderson, Eric L. (AB, Harvard College, 2018); Harvard University",en,2018,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0012,The Jurisdiction of the Chancery as a Court of Equity Researched. and the Traditionall Obscurity of Its Commencement Cleared. with a Short Essay on ... Upon Appeals from Courts of Equity,Roger Acherley,en,2018,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0013,Financial Modeling for Equity Research Associates,John Moschella,en,2017,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0014,Financial Modeling For Equity Research,John Moschella CFA CPA,en,2017,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0015,Equity Research for the Technology Investor,Sundeep Bajikar,en,2016,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0016,Sell-Side Analysts' Impact on M&a Outcomes,Patrick Schmitz,en,2016,Unknown,,Securities & Investment Banking,Research/Analysis,practice,sell-side analyst,unknown,draft
res-en-0017,Asian Equity Research,Ashu Dutt,en,2015,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0018,Do Firms Contribute to the Variation in Employees' Performance in Knowledge-Intensive Industries? The Case of Equity Research,Oded Rozenbaum,en,2014,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0019,The Federal Research Tax Credit Revealed,William Larry Foster,en,2014,Unknown,,Securities & Investment Banking,Research/Analysis,practice,credit research,unknown,draft
res-en-0020,Research Tax Credit,Congressional Research Congressional Research Service,en,2014,Unknown,,Securities & Investment Banking,Research/Analysis,practice,credit research,unknown,draft
res-en-0021,Credit for Increasing Research Activities - Research Tax Credit,Internal Revenue Service,en,2013,Unknown,,Securities & Investment Banking,Research/Analysis,practice,credit research,unknown,draft
res-en-0022,Moving The Equity Agenda Forward Equity Research Practice And Policy In Science Education,Julie A. Bianchini,en,2012,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0023,Best practices for equity research analysts,James J. Valentine,en,2011,Unknown,,Securities & Investment Banking,Research/Analysis,practice,equity research,unknown,draft
res-en-0024,Research tax credits,Kreig D. Mitchell,en,2011,Unknown,,Securities & Investment Banking,Research/Analysis,practice,credit research,unknown,draft
res-en-0025,Credit for Increasing Research Activities,Internal Revenue Service,en,2011,Unknown,,Securities & Investment Banking,Research/Analysis,practice,credit research,unknown,draft
res-ja-0001,1社15分で本質をつかむ プロの企業分析,栫井駿介,ja,2023,クロスメディア・パブリッシング（インプレス）,9784295408024,Securities & Investment Banking,Research/Analysis,practice,企業分析,unknown,draft
res-ja-0002,一歩先の企業・株価分析ができる マンガでわかる　決算書ナゾトキトレーニング,村上茂久; 眞蔵修平,ja,2023,PHP研究所,,Securities & Investment Banking,Research/Analysis,practice,株式分析,unknown,draft
res-ja-0003,マーケットのチャート入門 ――株式市場のテクニカル分析をマスターする,ウィリアム・Ｌ・ジラー,ja,2022,Pan Rolling Inc,9784775972991,Securities & Investment Banking,Research/Analysis,practice,株式分析,unknown,draft
res-ja-0004,できるポケット Access クエリ＋レポート 基本＆活用マスターブック 2019/2016/2013 & Microsoft 365対応,国本 温子; きたみ あきこ; できるシリーズ編集部,ja,2021,インプレス,9784295011118,Securities & Investment Banking,Research/Analysis,practice,株式レポート,unknown,draft
res-ja-0005,株式投資のための財務分析入門,高田裕,ja,2020,プチ・レトル,,Securities & Investment Banking,Research/Analysis,practice,財務分析,unknown,draft
res-ja-0006,現代日本の企業分析,企業分析研究会,ja,2018,Unknown,4406062394,Securities & Investment Banking,Research/Analysis,practice,企業分析,unknown,draft
res-ja-0007,会社四季報から始める企業分析　最強の会計力,東洋経済新報社,ja,2017,東洋経済新報社,9784492970287,Securities & Investment Banking,Research/Analysis,practice,企業分析,unknown,draft
res-ja-0008,外資系アナリストが本当に使っている　ファンダメンタル分析の手法と実例,松下敏之; 高田裕,ja,2017,プチ・レトル,,Securities & Investment Banking,Research/Analysis,practice,株式分析,unknown,draft
res-ja-0009,証券アナリスト1次試験過去問題集証券分析,TAC証券アナリスト講座,ja,2015,Unknown,4813265294,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0010,証券アナリスト1次試験過去問題集経済,TAC証券アナリスト講座,ja,2015,Unknown,4813265316,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0011,財務分析の実践活用法,牧野明弘,ja,2015,Unknown,4766833090,Securities & Investment Banking,Research/Analysis,practice,財務分析,unknown,draft
res-ja-0012,財務分析マニュアル,新日本有限責任監査法人,ja,2015,Unknown,4495202413,Securities & Investment Banking,Research/Analysis,practice,財務分析,unknown,draft
res-ja-0013,公益社団法人日本証券アナリスト協会50年史,日本証券アナリスト協会,ja,2012,Unknown,,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0014,証券アナリスト第1次レベル項目別実践問題証券分析,朝日奈利頼,ja,2012,Unknown,4828304444,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0015,債券分析の理論と実践（改訂版）,ブルース・タックマン,ja,2012,東洋経済新報社,9784492711828,Securities & Investment Banking,Research/Analysis,practice,債券分析,unknown,draft
res-ja-0016,証券アナリスト2次試験過去問題集,TAC証券アナリスト研究会,ja,2011,Unknown,4813245374,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0017,証券アナリスト第2次レベル,朝日奈利頼,ja,2011,Unknown,4828304045,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0018,証券アナリスト1次試験過去問題集証券分析平成23年試験対策,TAC証券アナリスト研究会,ja,2010,Unknown,4813239676,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
res-ja-0019,会計初心者でもOK！ 超高速・財務分析法,國貞克則; 伊咲一郎; 伊藤竜也,ja,2010,PHP研究所,,Securities & Investment Banking,Research/Analysis,practice,財務分析,unknown,draft
res-ja-0020,公務員・公認会計士・不動産鑑定士・証券アナリスト試験対策：経済学に必要な数学,大西一弘,ja,2000,Institute for Economic Sciences,,Securities & Investment Banking,Research/Analysis,practice,証券アナリスト,unknown,draft
sec-en-0001,Essays on Market Microstructure,Yaarit Even,en,2021,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0002,Quantum Markets,Jack Sarkissian,en,2020,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0003,Foreign Exchange Market Intervention,Nevi Danila; Sardar M. N. Islam,en,2019,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0004,Dynamic Markov Bridges and Market Microstructure,Umut Çetin; Albina Danilova,en,2018,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0005,Carbon Markets,Gbenga Ibikunle; Andros Gregoriou,en,2018,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0006,Lecture Notes in Market Microstructure and Trading,Peter Joakim Westerholm,en,2018,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0007,Essays on Liquidity Risk and Modern Market Microstructure,Kai Yuan,en,2017,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0008,Market Microstructure - Examination of Exchange-Traded Funds (ETFs),United States United States Congress; United States Senate; Committee on Banking,en,2017,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0009,Market Microstructure and Nonlinear Dynamics,Gilles Dufrénot; Fredj Jawadi; Waël Louhichi,en,2014,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0010,Financial Econometrics and Empirical Market Microstructure,Anil K. Bera; Sergey Ivliev; Fabrizio Lillo,en,2014,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0011,Market Microstructure in Practice,Sophie Laruelle,en,2013,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0012,Market Microstructure in Emerging and Developed Markets,Halil Kiymaz; H. Kent Baker,en,2013,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0013,Market Microstructure,Fédéric Abergel; Jean-Philippe Bouchaud; Thierry Foucault,en,2012,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0014,Financial markets and trading,Anatoly B. Schmidt,en,2011,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0015,"Financial Econometrics Modeling - Market Microstructure, Factor Models and Financial Risk Measures","Gregoriou, Dr, Greg N; Razvan Pascalau",en,2010,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0016,International Market Microstructure,Michael S. Pagano,en,2009,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0017,Evidence on market microstructure in Indonesian markets,Fitri Ismiyanti,en,2009,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0018,"Arbitrage, Market Microstructure and the Limit Order Book",Jörg Osterrieder,en,2009,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0019,Microstructure And Noise In Financial Markets Rigorous And Notso Rigorous Results In Market Microstructure,Peter Lerner,en,2009,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0020,The Microstructures Of Housing Markets,Susan J. Smith,en,2009,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0021,Topics in market microstructure,Ilija I. Zovko,en,2008,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0022,Selected Essays on Market Microstructure,Christian Voigt,en,2008,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0023,High frequency market microstructure noise estimates and liquidity measures,Yacine Aït-Sahalia,en,2008,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0024,Information and Learning in Markets,Xavier Vives,en,2008,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-en-0025,The microstructure of financial markets,Frank de Jong; Barbara Rindi,en,2008,Unknown,,Securities & Investment Banking,Secondary Market,practice,market microstructure,unknown,draft
sec-ja-0001,外為決済とＣＬＳ銀行,中島　真志,ja,2016,東洋経済新報社,9784492681428,Securities & Investment Banking,Secondary Market,practice,決済リスク,unknown,draft
sec-ja-0002,トーキョーN◎VA THE AXLERATION サプリメント ビハインド・ザ・ダーク,鈴吹太郎／Ｆ．Ｅ．Ａ．Ｒ．,ja,2015,KADOKAWA,,Securities & Investment Banking,Secondary Market,practice,ダークプール,unknown,draft
sec-ja-0003,英語で学ぶ!金融ビジネスと金融証券市場,下山明子,ja,2013,秀和システム,4798037680,Securities & Investment Banking,Secondary Market,practice,証券市場,unknown,draft
sec-ja-0004,海上保安レポート,海上保安庁,ja,2012,日経印刷,4905427126,Securities & Investment Banking,Secondary Market,practice,クリアリング,unknown,draft
sec-ja-0005,インサイド オブ バイオハザード/ダークサイド・クロニクルズ,週刊ファミ通編集部,ja,2010,KADOKAWA Game Linkage,,Securities & Investment Banking,Secondary Market,practice,ダークプール,unknown,draft
sec-ja-0006,金融市場の行動経済学　行動とマーケットに見る非合理性の世界,池田新介; 岡田克彦,ja,2000,日経BP,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0007,決済インフラ大全〔２０３０年版〕,宿輪　純一,ja,2000,東洋経済新報社,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0008,効率的な市場仮説,Fouad Sabry,ja,2000,10億人の知識があります [Japanese],,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0009,決済インフラ入門【２０２５年版】,宿輪　純一,ja,2000,東洋経済新報社,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0010,決済インフラ入門〔２０２０年版〕,宿輪　純一,ja,2000,東洋経済新報社,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0011,はじめての人の　J-REIT　基礎知識＆儲けのポイント,北野琴奈,ja,2000,すばる舎,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0012,図解入門ビジネス 最新短期金融市場の基本がよーくわかる本［第2版］,久保田博幸,ja,2000,秀和システム,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0013,五輪景気を逃すな！ J-REIT「金メダル」投資術,酒井富士子,ja,2000,秀和システム,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0014,図解　不動産証券化とＪ−ＲＥＩＴがわかる本,三菱ＵＦＪ信託銀行不動産コンサルティング部,ja,2000,東洋経済新報社,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0015,不動産投資市場の研究　,金　惺潤,ja,2000,東洋経済新報社,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0016,株式市場の流動性と投資家行動,太田亘; 宇野淳; 竹原均,ja,2000,Unknown,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0017,協会認定マスター資格入門書　全体像がわかる不動産証券化の基礎知識,社団法人 不動産証券化協会,ja,2000,東洋経済新報社,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
sec-ja-0018,図解入門業界研究最新証券業界の動向とカラクリがよーくわかる本,秋山謙一郎,ja,2000,秀和システム,,Securities & Investment Banking,Secondary Market,practice,,unknown,draft
trd-en-0001,Python for Algorithmic Trading Cookbook,Jason Strimpel,en,2024,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0002,High-Performance Algorithmic Trading Using AI,Melick R. Baranasooriya,en,2024,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0003,TradeStation EasyLanguage for Algorithmic Trading,Domenico D'Errico,en,2024,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0004,Algorithmic Trading Systems and Strategies : a New Approach,Viktoria Dolzhenko,en,2024,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0005,Trading Forex for Beginners,Alessio Aloisi,en,2023,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0006,The Algorithmic Trading,Edgar L Goin,en,2022,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0007,Learn Algorithmic Trading with Python,Jamal Sinclair O'Garro,en,2022,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0008,Algorithmic Trading for Beginners,Lili Fenley,en,2022,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0009,Crypto and Forex Trading - Algorithm Trading Strategies,Murry Naga,en,2022,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0010,Algo Trading 2022,Angel Love,en,2022,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0011,Automated Day Trading Strategies,Blake Butler,en,2022,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0012,Algorithmic Trading Strategies,David Hanson,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0013,Python for Algorithmic Trading,Yves Hilpisch,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0014,Algorithm Trading 101,Jacinta Chan Phooi M'ng,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0015,Explore Algorithmic Trading : Trading Strategies Based on Rules Programmed into a Computer,Sylvia Gettens,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0016,Quantitative Trading,Ernest P. Chan,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0017,Introduction to Algorithmic Trading : Advice on Choosing the Right Trading Method,Gustavo Hawkey,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0018,Building Winning Algorithmic Trading Systems : an Introduction to Winning Trading Strategies,Herman Lopuzzo,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0019,Trading for a Living : Exploring the Important Tips for Algorithmic Trading,Merlyn Banda,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0020,Algorithmic Trading for Beginners : Different Tools and Strategies Used in Algo Trading,Keena Terrebonne,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0021,Algorithmic Trading Strategies and Concepts : How to Buy and Sell Stocks Using Algo Trading,Brendon Gauldin,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0022,Bitcoin Trading Strategies,David Hanson,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0023,Code Your Own Algo-Trading : a Guide for Beginners on Creating Algorithmic Trading Strategy,Deshawn Mcmanemy,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0024,Python for Finance and Algorithmic Trading,Lucas INGLESE,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
trd-en-0025,Algo Trading Cheat Codes,Kevin Davey,en,2021,Unknown,,Securities & Investment Banking,Trading/Operations,practice,algorithmic trading,unknown,draft
